Anchor name,Anchor target,Anchor pathway,Lib name,Lib target,Lib pathway,Link
Olaparib,"PARP1, PARP2",Genome integrity,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1017
Olaparib,"PARP1, PARP2",Genome integrity,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1017
Olaparib,"PARP1, PARP2",Genome integrity,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1017
Olaparib,"PARP1, PARP2",Genome integrity,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1017
Olaparib,"PARP1, PARP2",Genome integrity,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1017
Olaparib,"PARP1, PARP2",Genome integrity,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1017
Olaparib,"PARP1, PARP2",Genome integrity,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1017
Olaparib,"PARP1, PARP2",Genome integrity,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1017
Olaparib,"PARP1, PARP2",Genome integrity,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1017
Olaparib,"PARP1, PARP2",Genome integrity,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1017
Olaparib,"PARP1, PARP2",Genome integrity,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1017
Olaparib,"PARP1, PARP2",Genome integrity,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1017
Oxaliplatin,DNA alkylating agent,DNA replication,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1089
Oxaliplatin,DNA alkylating agent,DNA replication,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1089
Oxaliplatin,DNA alkylating agent,DNA replication,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1089
Oxaliplatin,DNA alkylating agent,DNA replication,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1089
Oxaliplatin,DNA alkylating agent,DNA replication,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1089
Oxaliplatin,DNA alkylating agent,DNA replication,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1089
Oxaliplatin,DNA alkylating agent,DNA replication,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1089
Oxaliplatin,DNA alkylating agent,DNA replication,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1089
Oxaliplatin,DNA alkylating agent,DNA replication,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1089
Paclitaxel,Microtubule stabiliser,Mitosis,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1080
Paclitaxel,Microtubule stabiliser,Mitosis,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1080
Paclitaxel,Microtubule stabiliser,Mitosis,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1080
Paclitaxel,Microtubule stabiliser,Mitosis,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1080
Paclitaxel,Microtubule stabiliser,Mitosis,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1080
Paclitaxel,Microtubule stabiliser,Mitosis,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1080
Paclitaxel,Microtubule stabiliser,Mitosis,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1080
Paclitaxel,Microtubule stabiliser,Mitosis,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1080
Paclitaxel,Microtubule stabiliser,Mitosis,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1080
Palbociclib,"CDK4, CDK6",Cell cycle,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1054
Palbociclib,"CDK4, CDK6",Cell cycle,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1054
Palbociclib,"CDK4, CDK6",Cell cycle,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1054
Palbociclib,"CDK4, CDK6",Cell cycle,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1054
Palbociclib,"CDK4, CDK6",Cell cycle,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1054
Palbociclib,"CDK4, CDK6",Cell cycle,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1054
Palbociclib,"CDK4, CDK6",Cell cycle,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1054
Palbociclib,"CDK4, CDK6",Cell cycle,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1054
Palbociclib,"CDK4, CDK6",Cell cycle,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1054
Ruxolitinib,"JAK1, JAK2","Other, kinases",Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1507
Ruxolitinib,"JAK1, JAK2","Other, kinases",Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1507
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1564
SCH772984,"ERK1, ERK2",ERK MAPK signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1564
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1085
