drug_row	drug_col	cell_line_name	synergy_loewe
Taselisib	Irinotecan	PA-TU-8988T	1.0325513
Paclitaxel	Irinotecan	PA-TU-8988T	0.100823425
Linsitinib	Irinotecan	PA-TU-8988T	0.06404237
MK-2206	Irinotecan	PA-TU-8988T	-0.532955
Crizotinib	Irinotecan	PA-TU-8988T	-2.0871017
MK-1775	Irinotecan	PA-TU-8988T	3.7292788
Taselisib	Irinotecan	PA-TU-8988T	0.025166152
Paclitaxel	Irinotecan	PA-TU-8988T	-1.9696323
Sorafenib	Irinotecan	PA-TU-8988T	-0.25556687
5-Fluorouracil	Irinotecan	PA-TU-8988T	-1.4051708
Palbociclib	Irinotecan	PA-TU-8988T	-0.31148887
MK-1775	Irinotecan	PA-TU-8988T	1.8195524
SCH772984	Irinotecan	PA-TU-8988T	-1.0491382
Dactolisib	Irinotecan	PA-TU-8988T	1.1923614
LGK974	Irinotecan	PA-TU-8988T	-1.3307315
Ruxolitinib	Irinotecan	PA-TU-8988T	-0.12596695
Erlotinib	Irinotecan	PA-TU-8988T	2.2236974
Crizotinib	Irinotecan	PA-TU-8988T	-1.4739573
Dactolisib	Irinotecan	PA-TU-8988T	1.3364311
LGK974	Irinotecan	PA-TU-8988T	-1.2741678
Gemcitabine	Irinotecan	PA-TU-8988T	-1.2442901
Sorafenib	Irinotecan	PA-TU-8988T	-1.1247181
Trametinib	Irinotecan	PA-TU-8988T	-0.50556594
Navitoclax	Irinotecan	PA-TU-8988T	1.7212508
Gemcitabine	Irinotecan	PA-TU-8988T	0.4577184
Paclitaxel	Irinotecan	PA-TU-8988T	0.28775248
Lapatinib	Irinotecan	PA-TU-8988T	0.5133074
Palbociclib	Irinotecan	PA-TU-8988T	-1.4155953
Taselisib	Irinotecan	PA-TU-8988T	-0.4653825
Navitoclax	Irinotecan	PA-TU-8988T	1.0605339
Oxaliplatin	Irinotecan	PA-TU-8988T	-1.0412657
Ruxolitinib	Irinotecan	PA-TU-8988T	-1.5342903
Cisplatin	Irinotecan	PA-TU-8988T	-1.7582977
AZD7762	Irinotecan	PA-TU-8988T	1.5836464
Olaparib	Irinotecan	PA-TU-8988T	0.29443148
Linsitinib	Irinotecan	PA-TU-8988T	0.94981396
Erlotinib	Irinotecan	PA-TU-8988T	1.1040423
Olaparib	Irinotecan	PA-TU-8988T	1.0539516
OSI-027	Irinotecan	PA-TU-8988T	1.0041757
MK-2206	Irinotecan	PA-TU-8988T	1.2177911
SCH772984	Irinotecan	PA-TU-8988T	-0.23903356
Galunisertib	Irinotecan	PA-TU-8988T	-2.2098703
OSI-027	Irinotecan	PA-TU-8988T	-1.2928677
Lapatinib	Irinotecan	PA-TU-8988T	1.8431197
Trametinib	Irinotecan	PA-TU-8988T	-0.7561003
Cisplatin	Irinotecan	PA-TU-8988T	-2.2434344
Dasatinib	Irinotecan	PA-TU-8988T	-0.58484924
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.28334388
Galunisertib	Irinotecan	PA-TU-8988T	-2.1792402
AZD7762	Irinotecan	PA-TU-8988T	1.4978427
Oxaliplatin	Irinotecan	PA-TU-8988T	-1.5781811
Dasatinib	Irinotecan	PA-TU-8988T	-0.64298266
Linsitinib	Irinotecan	PA-TU-8988T	0.5370931
MK-2206	Irinotecan	PA-TU-8988T	2.7664402
Crizotinib	Irinotecan	PA-TU-8988T	-1.1868783
MK-1775	Irinotecan	PA-TU-8988T	3.3560462
Taselisib	Irinotecan	PA-TU-8988T	-0.9125201
Paclitaxel	Irinotecan	PA-TU-8988T	-0.3364942
Sorafenib	Irinotecan	PA-TU-8988T	-1.079908
5-Fluorouracil	Irinotecan	PA-TU-8988T	-1.0054339
Palbociclib	Irinotecan	PA-TU-8988T	0.69880795
MK-1775	Irinotecan	PA-TU-8988T	2.3155022
SCH772984	Irinotecan	PA-TU-8988T	-0.4605635
Dactolisib	Irinotecan	PA-TU-8988T	0.36611173
LGK974	Irinotecan	PA-TU-8988T	-1.4957883
Ruxolitinib	Irinotecan	PA-TU-8988T	0.23962846
Erlotinib	Irinotecan	PA-TU-8988T	3.068503
Crizotinib	Irinotecan	PA-TU-8988T	-0.79237175
Dactolisib	Irinotecan	PA-TU-8988T	1.1928225
LGK974	Irinotecan	PA-TU-8988T	-0.45308334
Gemcitabine	Irinotecan	PA-TU-8988T	-0.5568017
Sorafenib	Irinotecan	PA-TU-8988T	-0.16622318
Trametinib	Irinotecan	PA-TU-8988T	-0.37174097
Navitoclax	Irinotecan	PA-TU-8988T	2.2793183
Gemcitabine	Irinotecan	PA-TU-8988T	0.60690564
Paclitaxel	Irinotecan	PA-TU-8988T	0.36414436
Lapatinib	Irinotecan	PA-TU-8988T	-1.0445849
Palbociclib	Irinotecan	PA-TU-8988T	0.7539944
Taselisib	Irinotecan	PA-TU-8988T	-0.28415027
Navitoclax	Irinotecan	PA-TU-8988T	2.1625168
Oxaliplatin	Irinotecan	PA-TU-8988T	-0.8086083
Ruxolitinib	Irinotecan	PA-TU-8988T	0.3990675
Cisplatin	Irinotecan	PA-TU-8988T	-0.59780526
AZD7762	Irinotecan	PA-TU-8988T	3.2121372
Olaparib	Irinotecan	PA-TU-8988T	0.74167687
Linsitinib	Irinotecan	PA-TU-8988T	-0.76167613
Erlotinib	Irinotecan	PA-TU-8988T	2.1915405
Olaparib	Irinotecan	PA-TU-8988T	2.5104969
OSI-027	Irinotecan	PA-TU-8988T	1.549048
MK-2206	Irinotecan	PA-TU-8988T	4.8807607
SCH772984	Irinotecan	PA-TU-8988T	-0.77112424
Galunisertib	Irinotecan	PA-TU-8988T	-1.9355353
OSI-027	Irinotecan	PA-TU-8988T	-0.7694107
Lapatinib	Irinotecan	PA-TU-8988T	2.1753805
Trametinib	Irinotecan	PA-TU-8988T	-0.10156346
Cisplatin	Irinotecan	PA-TU-8988T	-1.9974767
Dasatinib	Irinotecan	PA-TU-8988T	-0.6486109
5-Fluorouracil	Irinotecan	PA-TU-8988T	-1.0063778
Galunisertib	Irinotecan	PA-TU-8988T	-1.9078557
AZD7762	Irinotecan	PA-TU-8988T	1.9703498
Oxaliplatin	Irinotecan	PA-TU-8988T	2.5680704
Dasatinib	Irinotecan	PA-TU-8988T	-1.1543968
SCH772984	Irinotecan	PA-TU-8988T	0.1659495
Galunisertib	Irinotecan	PA-TU-8988T	-1.1075066
OSI-027	Irinotecan	PA-TU-8988T	0.9715192
Lapatinib	Irinotecan	PA-TU-8988T	2.5080411
Trametinib	Irinotecan	PA-TU-8988T	2.5808678
Cisplatin	Irinotecan	PA-TU-8988T	-0.44208282
Dasatinib	Irinotecan	PA-TU-8988T	1.1371968
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.13341016
Galunisertib	Irinotecan	PA-TU-8988T	0.38523966
AZD7762	Irinotecan	PA-TU-8988T	4.4402304
Oxaliplatin	Irinotecan	PA-TU-8988T	-0.10745839
Dasatinib	Irinotecan	PA-TU-8988T	0.99572283
Linsitinib	Irinotecan	PA-TU-8988T	2.4926856
MK-2206	Irinotecan	PA-TU-8988T	3.2714446
Crizotinib	Irinotecan	PA-TU-8988T	-0.6817459
MK-1775	Irinotecan	PA-TU-8988T	3.9820087
Taselisib	Irinotecan	PA-TU-8988T	1.3781255
Paclitaxel	Irinotecan	PA-TU-8988T	-0.75732493
Sorafenib	Irinotecan	PA-TU-8988T	0.24398847
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.14450958
Palbociclib	Irinotecan	PA-TU-8988T	1.029476
MK-1775	Irinotecan	PA-TU-8988T	4.326479
SCH772984	Irinotecan	PA-TU-8988T	0.9573865
Dactolisib	Irinotecan	PA-TU-8988T	2.1741426
LGK974	Irinotecan	PA-TU-8988T	-0.76205325
Ruxolitinib	Irinotecan	PA-TU-8988T	0.9889317
Erlotinib	Irinotecan	PA-TU-8988T	2.9884808
Crizotinib	Irinotecan	PA-TU-8988T	0.2544998
Dactolisib	Irinotecan	PA-TU-8988T	2.5641046
LGK974	Irinotecan	PA-TU-8988T	0.35375476
Gemcitabine	Irinotecan	PA-TU-8988T	-0.62817276
Sorafenib	Irinotecan	PA-TU-8988T	2.5150506
Trametinib	Irinotecan	PA-TU-8988T	1.7170804
Navitoclax	Irinotecan	PA-TU-8988T	2.874003
Gemcitabine	Irinotecan	PA-TU-8988T	-0.3039197
Paclitaxel	Irinotecan	PA-TU-8988T	0.35095903
Lapatinib	Irinotecan	PA-TU-8988T	1.8309339
Palbociclib	Irinotecan	PA-TU-8988T	0.9045614
Taselisib	Irinotecan	PA-TU-8988T	2.4459076
Navitoclax	Irinotecan	PA-TU-8988T	1.7171123
Oxaliplatin	Irinotecan	PA-TU-8988T	1.207346
Ruxolitinib	Irinotecan	PA-TU-8988T	0.116392106
Cisplatin	Irinotecan	PA-TU-8988T	-0.09599062
AZD7762	Irinotecan	PA-TU-8988T	4.250464
Olaparib	Irinotecan	PA-TU-8988T	1.3843346
Linsitinib	Irinotecan	PA-TU-8988T	2.2702725
Erlotinib	Irinotecan	PA-TU-8988T	2.8707929
Olaparib	Irinotecan	PA-TU-8988T	1.3537543
OSI-027	Irinotecan	PA-TU-8988T	1.6224922
MK-2206	Irinotecan	PA-TU-8988T	3.5561945
Linsitinib	Irinotecan	PA-TU-8988T	2.5440722
MK-2206	Irinotecan	PA-TU-8988T	1.1959476
Crizotinib	Irinotecan	PA-TU-8988T	-0.73417634
MK-1775	Irinotecan	PA-TU-8988T	5.077634
Taselisib	Irinotecan	PA-TU-8988T	2.304534
Paclitaxel	Irinotecan	PA-TU-8988T	0.10261659
Sorafenib	Irinotecan	PA-TU-8988T	-0.70554435
5-Fluorouracil	Irinotecan	PA-TU-8988T	-1.2667176
Palbociclib	Irinotecan	PA-TU-8988T	0.54154205
MK-1775	Irinotecan	PA-TU-8988T	3.8545232
SCH772984	Irinotecan	PA-TU-8988T	0.50481623
Dactolisib	Irinotecan	PA-TU-8988T	0.33605412
LGK974	Irinotecan	PA-TU-8988T	-0.9017428
Ruxolitinib	Irinotecan	PA-TU-8988T	1.6072948
Erlotinib	Irinotecan	PA-TU-8988T	2.1944206
Crizotinib	Irinotecan	PA-TU-8988T	0.19265714
Dactolisib	Irinotecan	PA-TU-8988T	0.5404622
LGK974	Irinotecan	PA-TU-8988T	0.2863318
Gemcitabine	Irinotecan	PA-TU-8988T	-0.9536037
Sorafenib	Irinotecan	PA-TU-8988T	2.7344933
Trametinib	Irinotecan	PA-TU-8988T	0.857783
Navitoclax	Irinotecan	PA-TU-8988T	1.9315109
Gemcitabine	Irinotecan	PA-TU-8988T	1.1566985
Paclitaxel	Irinotecan	PA-TU-8988T	0.038293786
Lapatinib	Irinotecan	PA-TU-8988T	2.0838175
Palbociclib	Irinotecan	PA-TU-8988T	-0.9307025
Taselisib	Irinotecan	PA-TU-8988T	1.0489476
Navitoclax	Irinotecan	PA-TU-8988T	1.249933
Oxaliplatin	Irinotecan	PA-TU-8988T	-0.24224328
Ruxolitinib	Irinotecan	PA-TU-8988T	1.7770524
Cisplatin	Irinotecan	PA-TU-8988T	0.20051354
AZD7762	Irinotecan	PA-TU-8988T	3.6787152
Olaparib	Irinotecan	PA-TU-8988T	-0.09792872
Linsitinib	Irinotecan	PA-TU-8988T	3.0609372
Erlotinib	Irinotecan	PA-TU-8988T	2.4605038
Olaparib	Irinotecan	PA-TU-8988T	0.052651815
OSI-027	Irinotecan	PA-TU-8988T	1.819437
MK-2206	Irinotecan	PA-TU-8988T	2.8951929
SCH772984	Irinotecan	PA-TU-8988T	1.0238245
Galunisertib	Irinotecan	PA-TU-8988T	-0.7620449
OSI-027	Irinotecan	PA-TU-8988T	1.9262247
Lapatinib	Irinotecan	PA-TU-8988T	1.112012
Trametinib	Irinotecan	PA-TU-8988T	0.9844096
Cisplatin	Irinotecan	PA-TU-8988T	0.21708484
Dasatinib	Irinotecan	PA-TU-8988T	-0.03917223
5-Fluorouracil	Irinotecan	PA-TU-8988T	1.5350405
Galunisertib	Irinotecan	PA-TU-8988T	-0.4356788
AZD7762	Irinotecan	PA-TU-8988T	4.2111526
Oxaliplatin	Irinotecan	PA-TU-8988T	0.7599616
Dasatinib	Irinotecan	PA-TU-8988T	0.015986456
Linsitinib	Irinotecan	PA-TU-8988T	1.0553702
MK-2206	Irinotecan	PA-TU-8988T	0.8836329
Crizotinib	Irinotecan	PA-TU-8988T	-0.7146952
MK-1775	Irinotecan	PA-TU-8988T	4.3411384
Taselisib	Irinotecan	PA-TU-8988T	1.6931518
Paclitaxel	Irinotecan	PA-TU-8988T	-0.3069149
Sorafenib	Irinotecan	PA-TU-8988T	-0.6142132
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.49508357
Palbociclib	Irinotecan	PA-TU-8988T	2.1468353
MK-1775	Irinotecan	PA-TU-8988T	4.797713
SCH772984	Irinotecan	PA-TU-8988T	0.91037565
Dactolisib	Irinotecan	PA-TU-8988T	-0.18775107
LGK974	Irinotecan	PA-TU-8988T	-0.26406062
Ruxolitinib	Irinotecan	PA-TU-8988T	2.4363816
Erlotinib	Irinotecan	PA-TU-8988T	2.4906306
Crizotinib	Irinotecan	PA-TU-8988T	-1.0250548
Dactolisib	Irinotecan	PA-TU-8988T	2.0186722
LGK974	Irinotecan	PA-TU-8988T	-1.1143714
Gemcitabine	Irinotecan	PA-TU-8988T	1.4028013
Sorafenib	Irinotecan	PA-TU-8988T	0.6346208
Trametinib	Irinotecan	PA-TU-8988T	1.0778568
Navitoclax	Irinotecan	PA-TU-8988T	2.0691738
Gemcitabine	Irinotecan	PA-TU-8988T	0.78891397
Paclitaxel	Irinotecan	PA-TU-8988T	1.7684774
Lapatinib	Irinotecan	PA-TU-8988T	1.0309833
Palbociclib	Irinotecan	PA-TU-8988T	2.869832
Taselisib	Irinotecan	PA-TU-8988T	0.03000731
Navitoclax	Irinotecan	PA-TU-8988T	2.0958896
Oxaliplatin	Irinotecan	PA-TU-8988T	1.0159681
Ruxolitinib	Irinotecan	PA-TU-8988T	1.494563
Cisplatin	Irinotecan	PA-TU-8988T	0.90691817
AZD7762	Irinotecan	PA-TU-8988T	3.1094022
Olaparib	Irinotecan	PA-TU-8988T	2.7672892
Linsitinib	Irinotecan	PA-TU-8988T	0.868353
Erlotinib	Irinotecan	PA-TU-8988T	1.2618042
Olaparib	Irinotecan	PA-TU-8988T	1.8780397
OSI-027	Irinotecan	PA-TU-8988T	1.4918457
MK-2206	Irinotecan	PA-TU-8988T	2.4251146
SCH772984	Irinotecan	PA-TU-8988T	1.2903622
Galunisertib	Irinotecan	PA-TU-8988T	-1.493553
OSI-027	Irinotecan	PA-TU-8988T	0.8231635
Lapatinib	Irinotecan	PA-TU-8988T	1.3863932
Trametinib	Irinotecan	PA-TU-8988T	1.6940897
Cisplatin	Irinotecan	PA-TU-8988T	-0.41482148
Dasatinib	Irinotecan	PA-TU-8988T	1.4037535
5-Fluorouracil	Irinotecan	PA-TU-8988T	2.2165852
Galunisertib	Irinotecan	PA-TU-8988T	-0.98944604
AZD7762	Irinotecan	PA-TU-8988T	3.3427582
Oxaliplatin	Irinotecan	PA-TU-8988T	0.92950845
Dasatinib	Irinotecan	PA-TU-8988T	0.8376851
Paclitaxel	Irinotecan	PA-TU-8988T	-1.3067652
Sorafenib	Irinotecan	PA-TU-8988T	-1.851242
Palbociclib	Irinotecan	PA-TU-8988T	-0.06440069
5-Fluorouracil	Irinotecan	PA-TU-8988T	-2.0575233
Palbociclib	Irinotecan	PA-TU-8988T	1.110541
MK-1775	Irinotecan	PA-TU-8988T	3.8741956
SCH772984	Irinotecan	PA-TU-8988T	0.12648079
Dactolisib	Irinotecan	PA-TU-8988T	-0.07820491
LGK974	Irinotecan	PA-TU-8988T	-1.5832251
Ruxolitinib	Irinotecan	PA-TU-8988T	-1.4746767
Erlotinib	Irinotecan	PA-TU-8988T	2.123193
Crizotinib	Irinotecan	PA-TU-8988T	-0.30637804
Dactolisib	Irinotecan	PA-TU-8988T	0.7686973
LGK974	Irinotecan	PA-TU-8988T	-0.8846306
Gemcitabine	Irinotecan	PA-TU-8988T	0.2529304
Sorafenib	Irinotecan	PA-TU-8988T	1.6064224
Trametinib	Irinotecan	PA-TU-8988T	0.71377444
Navitoclax	Irinotecan	PA-TU-8988T	1.3866632
Gemcitabine	Irinotecan	PA-TU-8988T	0.54304975
Paclitaxel	Irinotecan	PA-TU-8988T	-0.7708859
Lapatinib	Irinotecan	PA-TU-8988T	0.50503874
Taselisib	Irinotecan	PA-TU-8988T	0.1545016
Navitoclax	Irinotecan	PA-TU-8988T	1.2500356
Oxaliplatin	Irinotecan	PA-TU-8988T	-1.2239238
Ruxolitinib	Irinotecan	PA-TU-8988T	0.45950985
Cisplatin	Irinotecan	PA-TU-8988T	-0.6560849
AZD7762	Irinotecan	PA-TU-8988T	3.00759
Olaparib	Irinotecan	PA-TU-8988T	1.1799023
Linsitinib	Irinotecan	PA-TU-8988T	1.1071817
Erlotinib	Irinotecan	PA-TU-8988T	1.6616244
Olaparib	Irinotecan	PA-TU-8988T	0.87009346
OSI-027	Irinotecan	PA-TU-8988T	0.7132864
MK-2206	Irinotecan	PA-TU-8988T	2.138552
SCH772984	Irinotecan	PA-TU-8988T	0.32085636
Galunisertib	Irinotecan	PA-TU-8988T	-2.3299813
OSI-027	Irinotecan	PA-TU-8988T	-0.7235336
Lapatinib	Irinotecan	PA-TU-8988T	-0.19954221
Trametinib	Irinotecan	PA-TU-8988T	0.60869473
Cisplatin	Irinotecan	PA-TU-8988T	-1.262987
Dasatinib	Irinotecan	PA-TU-8988T	-0.10652521
5-Fluorouracil	Irinotecan	PA-TU-8988T	1.528858
Galunisertib	Irinotecan	PA-TU-8988T	-1.6563764
AZD7762	Irinotecan	PA-TU-8988T	1.9814279
Oxaliplatin	Irinotecan	PA-TU-8988T	-0.34579593
Dasatinib	Irinotecan	PA-TU-8988T	0.06491961
Linsitinib	Irinotecan	PA-TU-8988T	2.8868902
MK-2206	Irinotecan	PA-TU-8988T	0.93010336
Crizotinib	Irinotecan	PA-TU-8988T	-1.7392174
MK-1775	Irinotecan	PA-TU-8988T	3.828136
Taselisib	Irinotecan	PA-TU-8988T	0.6106473
SCH772984	Irinotecan	PA-TU-8988T	0.33097848
Galunisertib	Irinotecan	PA-TU-8988T	-1.7578821
OSI-027	Irinotecan	PA-TU-8988T	0.024274927
Lapatinib	Irinotecan	PA-TU-8988T	0.41489816
Trametinib	Irinotecan	PA-TU-8988T	2.1603484
Cisplatin	Irinotecan	PA-TU-8988T	-0.81026006
Dasatinib	Irinotecan	PA-TU-8988T	-0.06055287
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.44505918
Galunisertib	Irinotecan	PA-TU-8988T	0.29959238
AZD7762	Irinotecan	PA-TU-8988T	3.4811149
Oxaliplatin	Irinotecan	PA-TU-8988T	1.4230297
Dasatinib	Irinotecan	PA-TU-8988T	-0.24873784
Linsitinib	Irinotecan	PA-TU-8988T	1.792241
MK-2206	Irinotecan	PA-TU-8988T	0.67729586
Crizotinib	Irinotecan	PA-TU-8988T	-0.10026418
MK-1775	Irinotecan	PA-TU-8988T	5.843486
Taselisib	Irinotecan	PA-TU-8988T	0.17667364
Paclitaxel	Irinotecan	PA-TU-8988T	-0.911952
Sorafenib	Irinotecan	PA-TU-8988T	-0.0030807657
5-Fluorouracil	Irinotecan	PA-TU-8988T	-0.9884366
Palbociclib	Irinotecan	PA-TU-8988T	1.9094638
MK-1775	Irinotecan	PA-TU-8988T	4.047767
SCH772984	Irinotecan	PA-TU-8988T	0.5021623
Dactolisib	Irinotecan	PA-TU-8988T	2.4392555
LGK974	Irinotecan	PA-TU-8988T	-0.63834554
Ruxolitinib	Irinotecan	PA-TU-8988T	-0.22378047
Erlotinib	Irinotecan	PA-TU-8988T	1.6455295
Crizotinib	Irinotecan	PA-TU-8988T	-1.0030541
Dactolisib	Irinotecan	PA-TU-8988T	3.1742027
LGK974	Irinotecan	PA-TU-8988T	-0.43569225
Gemcitabine	Irinotecan	PA-TU-8988T	-0.6207526
Sorafenib	Irinotecan	PA-TU-8988T	0.5027048
Trametinib	Irinotecan	PA-TU-8988T	0.1158135
Navitoclax	Irinotecan	PA-TU-8988T	2.0737395
Gemcitabine	Irinotecan	PA-TU-8988T	0.5805004
Paclitaxel	Irinotecan	PA-TU-8988T	-0.04507616
Lapatinib	Irinotecan	PA-TU-8988T	1.2484015
Palbociclib	Irinotecan	PA-TU-8988T	1.7393572
Taselisib	Irinotecan	PA-TU-8988T	0.45118463
Navitoclax	Irinotecan	PA-TU-8988T	2.0450087
Oxaliplatin	Irinotecan	PA-TU-8988T	-0.53748363
Ruxolitinib	Irinotecan	PA-TU-8988T	0.9966994
Cisplatin	Irinotecan	PA-TU-8988T	-1.0137589
AZD7762	Irinotecan	PA-TU-8988T	2.9106827
Olaparib	Irinotecan	PA-TU-8988T	0.050894
Linsitinib	Irinotecan	PA-TU-8988T	1.6521614
Erlotinib	Irinotecan	PA-TU-8988T	2.2959895
Olaparib	Irinotecan	PA-TU-8988T	2.5484815
OSI-027	Irinotecan	PA-TU-8988T	2.037934
MK-2206	Irinotecan	PA-TU-8988T	2.541327
Paclitaxel	Oxaliplatin	PA-TU-8988T	-2.4134884
Sorafenib	Oxaliplatin	PA-TU-8988T	-1.857498
Irinotecan	Oxaliplatin	PA-TU-8988T	0.45876285
AZD7762	Oxaliplatin	PA-TU-8988T	-1.0117561
Trametinib	Oxaliplatin	PA-TU-8988T	-2.5440342
Navitoclax	Oxaliplatin	PA-TU-8988T	-1.0206436
Cisplatin	Oxaliplatin	PA-TU-8988T	-1.5391881
Erlotinib	Oxaliplatin	PA-TU-8988T	-2.9978397
5-Fluorouracil	Oxaliplatin	PA-TU-8988T	2.0421793
Dactolisib	Oxaliplatin	PA-TU-8988T	-1.1887846
5-Fluorouracil	Oxaliplatin	PA-TU-8988T	-1.4438232
Crizotinib	Oxaliplatin	PA-TU-8988T	-0.40859938
Ruxolitinib	Oxaliplatin	PA-TU-8988T	-2.8351004
OSI-027	Oxaliplatin	PA-TU-8988T	-1.0886185
MK-1775	Oxaliplatin	PA-TU-8988T	-1.9510894
OSI-027	Oxaliplatin	PA-TU-8988T	-1.5424026
MK-2206	Oxaliplatin	PA-TU-8988T	-1.1940866
Irinotecan	Oxaliplatin	PA-TU-8988T	-2.7997262
Cisplatin	Oxaliplatin	PA-TU-8988T	-2.6923857
Trametinib	Oxaliplatin	PA-TU-8988T	-0.61046135
AZD7762	Oxaliplatin	PA-TU-8988T	-2.7833428
Olaparib	Oxaliplatin	PA-TU-8988T	-2.1927183
SCH772984	Oxaliplatin	PA-TU-8988T	0.5674837
Taselisib	Oxaliplatin	PA-TU-8988T	1.4810458
MK-1775	Oxaliplatin	PA-TU-8988T	-1.9553629
LGK974	Oxaliplatin	PA-TU-8988T	-0.63518345
Gemcitabine	Oxaliplatin	PA-TU-8988T	-0.47088012
Galunisertib	Oxaliplatin	PA-TU-8988T	-3.1872745
Olaparib	Oxaliplatin	PA-TU-8988T	-2.2098
Ruxolitinib	Oxaliplatin	PA-TU-8988T	-1.3234128
Paclitaxel	Oxaliplatin	PA-TU-8988T	0.3824776
Lapatinib	Oxaliplatin	PA-TU-8988T	-2.030987
Lapatinib	Oxaliplatin	PA-TU-8988T	-0.8558827
Dasatinib	Oxaliplatin	PA-TU-8988T	-1.7339605
MK-2206	Oxaliplatin	PA-TU-8988T	-0.74756426
SCH772984	Oxaliplatin	PA-TU-8988T	0.124823764
Linsitinib	Oxaliplatin	PA-TU-8988T	-0.92864203
Navitoclax	Oxaliplatin	PA-TU-8988T	-0.12110229
Linsitinib	Oxaliplatin	PA-TU-8988T	-0.6314053
Taselisib	Oxaliplatin	PA-TU-8988T	-2.0024185
Crizotinib	Oxaliplatin	PA-TU-8988T	-3.291813
LGK974	Oxaliplatin	PA-TU-8988T	-1.5515804
Dactolisib	Oxaliplatin	PA-TU-8988T	-0.59630096
Dasatinib	Oxaliplatin	PA-TU-8988T	-1.7900541
Gemcitabine	Oxaliplatin	PA-TU-8988T	-2.4438775
Galunisertib	Oxaliplatin	PA-TU-8988T	-1.2125375
Palbociclib	Oxaliplatin	PA-TU-8988T	0.8099638
Sorafenib	Oxaliplatin	PA-TU-8988T	0.73875844
Palbociclib	Oxaliplatin	PA-TU-8988T	0.54431605
Erlotinib	Oxaliplatin	PA-TU-8988T	-3.4606836
Trametinib	Oxaliplatin	PA-TU-8988T	-4.474757
Navitoclax	Oxaliplatin	PA-TU-8988T	-0.24712883
Cisplatin	Oxaliplatin	PA-TU-8988T	-0.6280941
Erlotinib	Oxaliplatin	PA-TU-8988T	-2.300562
5-Fluorouracil	Oxaliplatin	PA-TU-8988T	-3.0117638
Dactolisib	Oxaliplatin	PA-TU-8988T	-1.9247539
5-Fluorouracil	Oxaliplatin	PA-TU-8988T	-2.4202921
Crizotinib	Oxaliplatin	PA-TU-8988T	0.01997872
Ruxolitinib	Oxaliplatin	PA-TU-8988T	-1.7296633
OSI-027	Oxaliplatin	PA-TU-8988T	-1.6443522
MK-1775	Oxaliplatin	PA-TU-8988T	-1.7594358
OSI-027	Oxaliplatin	PA-TU-8988T	-1.3318194
MK-2206	Oxaliplatin	PA-TU-8988T	-1.1233556
Irinotecan	Oxaliplatin	PA-TU-8988T	-2.2832432
Cisplatin	Oxaliplatin	PA-TU-8988T	-0.3282167
Trametinib	Oxaliplatin	PA-TU-8988T	-3.2818882
AZD7762	Oxaliplatin	PA-TU-8988T	-4.1647754
Olaparib	Oxaliplatin	PA-TU-8988T	-1.9927073
SCH772984	Oxaliplatin	PA-TU-8988T	-2.5685549
Taselisib	Oxaliplatin	PA-TU-8988T	-0.75366026
MK-1775	Oxaliplatin	PA-TU-8988T	-3.2158928
LGK974	Oxaliplatin	PA-TU-8988T	-0.5832366
Gemcitabine	Oxaliplatin	PA-TU-8988T	-0.4024374
Galunisertib	Oxaliplatin	PA-TU-8988T	-0.07233587
Olaparib	Oxaliplatin	PA-TU-8988T	-0.76600224
Ruxolitinib	Oxaliplatin	PA-TU-8988T	-2.077011
Paclitaxel	Oxaliplatin	PA-TU-8988T	0.90143216
Lapatinib	Oxaliplatin	PA-TU-8988T	-4.0543118
Lapatinib	Oxaliplatin	PA-TU-8988T	-2.178693
Dasatinib	Oxaliplatin	PA-TU-8988T	-0.63730246
MK-2206	Oxaliplatin	PA-TU-8988T	-0.9270266
SCH772984	Oxaliplatin	PA-TU-8988T	-2.7009249
Linsitinib	Oxaliplatin	PA-TU-8988T	-1.0750815
Navitoclax	Oxaliplatin	PA-TU-8988T	-1.3378781
Linsitinib	Oxaliplatin	PA-TU-8988T	0.42754683
Taselisib	Oxaliplatin	PA-TU-8988T	-2.4696207
Crizotinib	Oxaliplatin	PA-TU-8988T	-0.7855933
LGK974	Oxaliplatin	PA-TU-8988T	-2.0342808
Dactolisib	Oxaliplatin	PA-TU-8988T	-1.0200056
Dasatinib	Oxaliplatin	PA-TU-8988T	-1.4643646
Gemcitabine	Oxaliplatin	PA-TU-8988T	-0.9690943
Galunisertib	Oxaliplatin	PA-TU-8988T	-1.5093304
Palbociclib	Oxaliplatin	PA-TU-8988T	0.17790826
Sorafenib	Oxaliplatin	PA-TU-8988T	0.64989954
Palbociclib	Oxaliplatin	PA-TU-8988T	-0.7868182
Erlotinib	Oxaliplatin	PA-TU-8988T	-4.0820775
Paclitaxel	Oxaliplatin	PA-TU-8988T	-1.6799997
Sorafenib	Oxaliplatin	PA-TU-8988T	-1.0837113
Irinotecan	Oxaliplatin	PA-TU-8988T	-0.02944018
AZD7762	Oxaliplatin	PA-TU-8988T	-0.53674793
Paclitaxel	Oxaliplatin	PA-TU-8988T	-3.5194743
Sorafenib	Oxaliplatin	PA-TU-8988T	-1.9071138
